id	cvar	period	gcm	scenario	spag	dt	val
BH	tasmin	year	MIROC5	rcp45	none	2046-12-31	280.9382019043
BH	tasmin	year	MIROC5	rcp45	none	2047-12-31	282.6104431152
BH	tasmin	year	MIROC5	rcp45	none	2048-12-31	282.1346435547
BH	tasmin	year	MIROC5	rcp45	none	2049-12-31	281.4102783203
BH	tasmin	year	MIROC5	rcp45	none	2050-12-31	282.0251464844
BH	tasmin	year	MIROC5	rcp45	none	2051-12-31	281.1558227539
BH	tasmin	year	MIROC5	rcp45	none	2052-12-31	281.4318237305
BH	tasmin	year	MIROC5	rcp45	none	2053-12-31	282.2253112793
BH	tasmin	year	MIROC5	rcp45	none	2054-12-31	282.9004821777
BH	tasmin	year	MIROC5	rcp45	none	2055-12-31	282.1155395508
BH	tasmin	year	MIROC5	rcp45	none	2056-12-31	281.7547912598
BH	tasmin	year	MIROC5	rcp45	none	2057-12-31	281.2128295898
BH	tasmin	year	MIROC5	rcp45	none	2058-12-31	280.7272644043
BH	tasmin	year	MIROC5	rcp45	none	2059-12-31	282.4689331055
BH	tasmin	year	MIROC5	rcp45	none	2060-12-31	281.9814147949
BH	tasmin	year	MIROC5	rcp45	none	2061-12-31	282.6144104004
BH	tasmin	year	MIROC5	rcp45	none	2062-12-31	281.2499084473
BH	tasmin	year	MIROC5	rcp45	none	2063-12-31	281.4293518066
BH	tasmin	year	MIROC5	rcp45	none	2064-12-31	281.8355407715
BH	tasmin	year	MIROC5	rcp45	none	2065-12-31	282.2682189941
BH	tasmin	year	MIROC5	rcp45	none	2066-12-31	282.2059936523
BH	tasmin	year	MIROC5	rcp45	none	2067-12-31	282.843170166
BH	tasmin	year	MIROC5	rcp45	none	2068-12-31	281.9286193848
BH	tasmin	year	MIROC5	rcp45	none	2069-12-31	282.2194213867
BH	tasmin	year	MIROC5	rcp45	none	2070-12-31	283.1925354004
BH	tasmin	year	MIROC5	rcp45	none	2071-12-31	282.8640136719
BH	tasmin	year	MIROC5	rcp45	none	2072-12-31	283.1380310059
BH	tasmin	year	MIROC5	rcp45	none	2073-12-31	281.8238830566
BH	tasmin	year	MIROC5	rcp45	none	2074-12-31	282.0731201172
BH	tasmin	year	MIROC5	rcp45	none	2075-12-31	282.0270690918
BH	tasmin	year	MIROC5	rcp45	none	2076-12-31	282.0273132324
BH	tasmin	year	MIROC5	rcp45	none	2077-12-31	281.9743652344
BH	tasmin	year	MIROC5	rcp45	none	2078-12-31	281.7422485352
BH	tasmin	year	MIROC5	rcp45	none	2079-12-31	282.6758117676
BH	tasmin	year	MIROC5	rcp45	none	2080-12-31	281.5284118652
BH	tasmax	year	HadGEM2-ES	rcp85	none	2040-12-31	297.6025390625
BH	tasmax	year	HadGEM2-ES	rcp85	none	2041-12-31	297.6911315918
BH	tasmax	year	HadGEM2-ES	rcp85	none	2042-12-31	297.9187927246
BH	tasmax	year	HadGEM2-ES	rcp85	none	2043-12-31	298.3316955566
BH	tasmax	year	HadGEM2-ES	rcp85	none	2044-12-31	298.181060791
BH	tasmax	year	HadGEM2-ES	rcp85	none	2045-12-31	297.9022827148
BH	tasmax	year	HadGEM2-ES	rcp85	none	2046-12-31	298.380065918
BH	tasmax	year	HadGEM2-ES	rcp85	none	2047-12-31	299.110748291
BH	tasmax	year	HadGEM2-ES	rcp85	none	2048-12-31	298.4649353027
BH	tasmax	year	HadGEM2-ES	rcp85	none	2049-12-31	298.8697509766
BH	tasmax	year	HadGEM2-ES	rcp85	none	2050-12-31	298.3597717285
BH	tasmax	year	HadGEM2-ES	rcp85	none	2051-12-31	298.2877197266
BH	tasmax	year	HadGEM2-ES	rcp85	none	2052-12-31	299.6594848633
BH	tasmax	year	HadGEM2-ES	rcp85	none	2053-12-31	299.5480651855
BH	tasmax	year	HadGEM2-ES	rcp85	none	2054-12-31	299.4573669434
BH	tasmax	year	HadGEM2-ES	rcp85	none	2055-12-31	299.3843078613
BH	tasmax	year	HadGEM2-ES	rcp85	none	2056-12-31	300.3495483398
BH	tasmax	year	HadGEM2-ES	rcp85	none	2057-12-31	299.1879577637
BH	tasmax	year	HadGEM2-ES	rcp85	none	2058-12-31	300.6680908203
BH	tasmax	year	HadGEM2-ES	rcp85	none	2059-12-31	299.3695373535
BH	tasmax	year	HadGEM2-ES	rcp85	none	2060-12-31	300.7083129883
BH	tasmax	year	HadGEM2-ES	rcp85	none	2061-12-31	299.5495910645
